frame_index,filename,timestamp,found,x,y,r,score,inliers,flow_dx,flow_dy,flow_dist,flow_n,ransac_vs_flow_error,motion_dx,motion_dy,motion_dist,motion_angle_deg,motion_direction,motion_speed,rotation_label,rotation_score,mean_ang_deg,ccw_fraction,cw_fraction,rot_n,x_smooth,y_smooth,r_smooth,jump_flag,dx,dy,dr,dist_moved,dx_smooth,dy_smooth,dr_smooth,dist_moved_smooth,good_detection
30,ida_full_20210829_1450.png,2021-08-29T14:50:00,True,2016.0,1231.680908,49.93182373,100.9003296,108,-1.043395996,-1.244840622,1.624285498,2,0.953721636,-1.306236062,-0.328052719,1.34680037,-165.9021085,W,0.134680037,CCW,0.95,2.527276284,0.95,0.05,80,2016.849053,1231.894142,48.35935445,False,-1.01940918,-0.163696289,1.045436859,1.032468668,-0.457182622,-0.114818452,0.84671423,0.471380129,1
1,ian_full_20220928_1200.png,2022-09-28T12:00:00,True,2335.091552734375,1356.4251708984375,90.76306152,207.0939788818359,223,,,,0,,,,,,,,Uncertain,,,,,0,2335.091552734375,1356.4251708984375,90.76306152,False,,,,,,,,,1
2,ian_full_20220928_1210.png,2022-09-28T12:10:00,True,2303.116943359375,1356.687988,80.71578979492188,119.41178131103516,178,1.6911544799804688,1.3765902519226074,2.1805972110516785,46,33.68418242949167,-31.97460938,0.262817383,31.975689479048707,179.52906421669832,W,3.1975689479048706,CCW,0.6375,0.8443661165723266,0.6375,0.3625,80,2323.900439453125,1356.517156982422,87.24651641845703,False,-31.97460938,0.262817383,-10.04727173,31.975689479048707,-11.19111328,0.091986084,-3.516545105,11.19149131766723,1
3,ian_full_20220928_1220.png,2022-09-28T12:20:00,True,2308.272705078125,1352.8182373046875,82.92832946777344,129.41514587402344,165,-0.851470947,-1.117141724,1.404638175730217,49,15.000117942538996,-15.62773437,-3.698919678,16.059517068638215,-166.6837516,W,1.6059517068638214,CW,0.675,-0.336334168,0.325,0.675,80,2318.430732421875,1355.2225350952149,85.73515098571778,False,5.155761719,-3.869750977,2.2125396728515625,6.446460386997998,-5.469707031,-1.294621887,-1.511365433,5.620830974023425,1
4,ian_full_20220928_1230.png,2022-09-28T12:30:00,True,2310.602783203125,1353.1781005859375,79.74864959716797,140.25413513183594,168,-0.593727589,-0.285083771,0.6586237210080794,50,7.445084124071583,-7.827949219,-2.044434509,8.090519231424546,-165.3629486,W,0.8090519231424546,CW,0.725,-0.53799202,0.275,0.725,80,2315.6909501953123,1354.5069830169678,83.63987549972535,False,2.330078125,0.359863281,-3.179679871,2.357703469437056,-2.739782227,-0.715552078,-2.095275486,2.8316817309986684,1
5,ian_full_20220928_1240.png,2022-09-28T12:40:00,True,2314.467773,1365.5,78.48207855,149.48948669433594,178,-1.391420841,-0.354883194,1.4359644977280228,50,11.34914730271848,-1.223176758,10.993016983032248,11.060858184159478,96.34910061375427,S,1.106085818415948,CW,0.7375,-0.554046109,0.2625,0.7375,80,2315.262838330078,1358.354538961029,81.83464656810762,False,3.864990234,12.32189941,-1.266571045,12.913843528635768,-0.428111865,3.8475559440612415,-1.805228932,3.871300364455772,1
6,ian_full_20220928_1250.png,2022-09-28T12:50:00,True,2313.446289,1346.4764404296875,78.88829040527344,141.95748901367188,175,-0.778744221,-0.454251289,0.9015468901938736,50,11.470890336988164,-1.816549268,-11.87809853,12.016200562648542,-98.69502637,N,1.2016200562648542,CW,0.7125,-0.358013674,0.2875,0.7125,80,2314.6270460864257,1354.1972044750594,80.80342191111565,False,-1.021484375,-19.02355957,0.4062118530273437,19.050964517671996,-0.635792244,-4.157334486,-1.031224657,4.20567019692708,1
7,ian_full_20220928_1300.png,2022-09-28T13:00:00,True,2321.050537109375,1350.6993408203125,78.95952606201172,186.503418,209,-0.197975159,-0.032112122,0.200562588,50,7.473636871312784,6.4234910229492925,-3.497863655,7.314115604029604,-28.5701688,NE,0.7314115604029604,Uncertain,0.5875,-0.208041273,0.4125,0.5875,80,2316.875267944458,1352.972952195898,80.15805836392927,False,7.604248047,4.222900391,0.071235657,8.698130607638806,2.2482218580321387,-1.224252279,-0.645363547,2.559940461410267,1
8,ian_full_20220928_1310.png,2022-09-28T13:10:00,True,2328.859619140625,1345.927001953125,77.94913482666016,131.44285583496094,164,0.2126617431640625,-0.371362209,0.4279426451250914,32,13.532287241787945,11.984351196167154,-7.045950243,13.902161285811117,-30.45251456,NE,1.3902161285811117,Uncertain,0.55,-0.106593508,0.45,0.55,80,2321.0697908631164,1350.5068696109274,79.38493512588508,False,7.809082031,-4.772338867,-1.010391235,9.151883983,4.194522918658549,-2.466082585,-0.773123238,4.86575645,1
9,ian_full_20220928_1320.png,2022-09-28T13:20:00,True,2330.285400390625,1348.098145,81.51380920410156,146.4945068359375,174,-0.244621277,-0.28055191,0.3722216322565209,21,9.696653439,9.215609527508605,-2.40872508,9.52519897288106,-14.64795644,E,0.952519897288106,Uncertain,0.5375,-0.131725775,0.4625,0.5375,80,2324.2952541977443,1349.6638158330402,80.13004105326084,False,1.42578125,2.171142578,3.5646743774414062,2.5974434098549355,3.225463334627875,-0.843053778,0.7451059273757608,3.333819640508273,1
10,ian_full_20220928_1330.png,2022-09-28T13:30:00,True,2331.719727,1344.570068359375,82.72177124023438,167.49317932128906,196,-0.185043335,-1.022657394,1.039263769287296,27,8.630092908981405,7.424472364755729,-5.093747474,9.003835472757821,-34.45305807,NE,0.9003835472757821,Uncertain,0.575,0.1340809673192373,0.575,0.425,80,2326.8938195254086,1347.8810042172572,81.03714661870157,False,1.434326172,-3.528076172,1.2079620361328125,3.8084922268369863,2.598565327664346,-1.782811616,0.9071055654407304,3.1513424154651957,1
11,ian_full_20220928_1340.png,2022-09-28T13:40:00,True,2331.455810546875,1352.360595703125,84.26363372802734,163.14781188964844,188,0.543121338,-0.300094604,0.6205139477219065,21,6.244734794684633,4.561991021466383,4.479591485867786,6.393629795366561,44.477855240168914,SE,0.6393629795366561,Uncertain,0.525,-0.062454985,0.475,0.525,80,2328.4905163829217,1349.448861237311,82.16641710696558,False,-0.263916016,7.790527344,1.5418624877929688,7.794996341052368,1.5966968575130522,1.5678570200536797,1.1292704882640123,2.237770428378135,1
12,ian_full_20220928_1350.png,2022-09-28T13:50:00,True,2337.266602,1331.185302734375,77.39797973632812,119.70610809326172,166,-0.41342926,0.033782959,0.4148072342086528,41,20.475348109714563,8.776085179578331,-18.2635585,20.26270565026735,-64.33458034,NE,2.026270565026735,Uncertain,0.55,-0.137027858,0.45,0.55,80,2331.562146195774,1343.0566157612834,80.49746402724247,False,5.810791016,-21.17529297,-6.865653992,21.958103846636245,3.071629812852279,-6.392245476,-1.66895308,7.091946977593442,1
13,ian_full_20220928_1400.png,2022-09-28T14:00:00,True,2360.843994140625,1334.260498046875,84.34810638427734,96.94307708740234,149,0.1846237182617187,-0.692993164,0.7171648644364401,29,30.20445472394487,29.28184794485105,-8.796117714,30.57447147,-16.71999974,E,3.057447147,CW,0.625,-0.269814387,0.375,0.625,80,2341.810792976472,1339.9779745612404,81.84518885220467,False,23.57739258,3.075195313,6.950126647949219,23.777095428017397,10.248646780697982,-3.0786412,1.3477248249621994,10.70106501588104,1
14,ian_full_20220928_1410.png,2022-09-28T14:10:00,True,2332.922119140625,1333.388916015625,82.00177001953125,151.5065155029297,179,0.6531867980957031,0.1296310424804687,0.6659258219810146,20,11.669956903895256,-8.888673836,-6.589058546,11.064547667104051,-143.4509397,NW,1.1064547667104052,CCW,0.825,0.5873996692349469,0.825,0.175,80,2338.6997571339257,1337.6718040702751,81.89999226076898,False,-27.921875,-0.871582031,-2.346336365,27.93547491546945,-3.111035843,-2.306170491,0.0548034085643109,3.8725916834862177,1
15,ian_full_20220928_1420.png,2022-09-28T14:20:00,True,2343.776123046875,1322.210449,79.98594665527344,134.46385192871094,170,-0.341583252,0.1660270690917968,0.3797948205098173,34,16.539928622768958,5.0763659129493135,-15.46135485,16.273382706952276,-71.8236433,N,1.6273382706952275,CCW,0.6125,0.2476267508186071,0.6125,0.3875,80,2340.4764852034577,1332.2603298722413,81.23007629884555,False,10.85400391,-11.1784668,-2.015823364,15.580998707583769,1.776728069532055,-5.411474198,-0.669915962,5.695683947433265,1
16,ian_full_20220928_1430.png,2022-09-28T14:30:00,True,2337.5,1322.790283203125,79.34999847,120.90318298339844,148,1.8218460083007812,-0.416107178,1.8687611033311768,26,10.246843549666464,-2.976485203,-9.470046669,9.926794451465367,-107.4482061,N,0.9926794451465368,Uncertain,0.5625,0.264233176702335,0.5625,0.4375,80,2339.4347153822473,1328.9458135380503,80.57204906019199,False,-6.276123047,0.579833984,-0.635948181,6.30285078,-1.041769821,-3.314516334,-0.658027239,3.4743780580130226,1
17,ian_full_20220928_1440.png,2022-09-28T14:40:00,True,2339.105712890625,1318.1231689453125,77.32938385009766,136.39849853515625,168,-0.159301758,-1.23299408,1.2432423136081552,31,9.591151927864482,-0.329002492,-10.82264459,10.827644186073677,-91.7412242,N,1.0827644186073675,CCW,0.65,0.6711426420543836,0.65,0.35,80,2339.3195645101796,1325.157887930592,79.43711623665897,False,1.605712891,-4.667114258,-2.020614624,4.935612361459925,-0.115150872,-3.787925607,-1.134932824,3.7896754651258977,1
18,ian_full_20220928_1450.png,2022-09-28T14:50:00,True,2342.857666015625,1319.972412109375,79.85768127441406,161.82342529296875,185,0.3547935485839844,-0.584358215,0.6836322007796682,16,5.594973884782911,3.538101505445411,-5.185475821,6.277525129799338,-55.6938947,NE,0.6277525129799338,CCW,0.7,0.6541630837923194,0.7,0.3,80,2340.5579000370853,1323.3429713931662,79.58431399987325,False,3.751953125,1.849243164,2.5282974243164062,4.182923921377145,1.2383355269057574,-1.814916537,0.1471977632142795,2.197133795429635,1
19,ian_full_20220928_1500.png,2022-09-28T15:00:00,True,2341.74707,1319.949707,80.17240142822266,163.16925048828125,183,-0.367233276,-0.147567749,0.3957733187358938,21,3.599574769183515,1.1891702754146536,-3.393264362,3.5956041180558502,-70.68697592,N,0.359560412,CCW,0.7625,0.6559416973531179,0.7625,0.2375,80,2340.97411,1322.1553288664954,79.79014459979554,False,-1.110595703,-0.022705078,0.3147201538085937,1.1108277707963443,0.4162095963947649,-1.187642527,0.2058305999222938,1.2584614413195023,1
20,ian_full_20220928_1510.png,2022-09-28T15:10:00,True,2341.771240234375,1337.2386474609375,68.77556610107422,135.30950927734375,172,0.3591651916503906,0.8384513854980469,0.9121405378212594,38,14.251598348962236,0.7971306008948886,15.083318594442062,15.104367481504305,86.97481892,S,1.5104367481504304,CCW,0.7375,0.7509341249312289,0.7375,0.2625,80,2341.2531053437933,1327.4344903745505,75.93504212524309,False,0.024169922,17.28894043,-11.39683533,17.288957324442862,0.27899571,5.279161508054813,-3.855102475,5.286528618526598,1
21,ian_full_20220928_1520.png,2022-09-28T15:20:00,True,2361.683349609375,1331.6192626953125,66.68628692626953,106.59703826904295,149,0.3919181823730469,-0.588432312,0.7070024381103996,32,20.59898042824776,20.43024426558168,4.184772320762249,20.85442878929919,11.57590061951344,E,2.085442878929919,CCW,0.7564102564102564,0.6062549754853416,0.7564102564102564,0.2435897435897435,78,2348.403690836747,1328.899160686817,72.69797780560233,False,19.91210938,-5.619384766,-2.089279175,20.689842553922475,7.150585492953724,1.4646703122666622,-3.23706432,7.299050076254825,1
22,ian_full_20220928_1530.png,2022-09-28T15:30:00,True,2390.709716796875,1340.1290283203125,59.71603012084961,41.02864837646485,118,0.5701370239257812,-0.747047424,0.9397532017656144,36,43.42039750620722,42.306025960127954,11.229867633495587,43.771106447117056,14.86597791539287,E,4.377110644711705,CCW,0.925,2.2327187907158907,0.925,0.075,80,2363.210799922792,1332.8296143585403,68.15429611593888,False,29.02636719,8.509765625,-6.970256805,30.24807602304663,14.807109086044877,3.930453671723398,-4.54368169,15.319887256491045,0
23,ian_full_20220928_1540.png,2022-09-28T15:40:00,True,2394.0,1339.3333740234375,57.46979904174805,69.24160004,131,-1.18077755,-2.626678467,2.879874196890032,22,33.248223560733095,30.78920007720808,6.5037596648971885,31.468615018349528,11.927539141561388,E,3.1468615018349526,CCW,0.782051282,1.5186164796599149,0.782051282,0.2179487179487179,78,2373.9870199498146,1335.1059302412543,64.41472213997208,False,3.290283203,-0.795654297,-2.246231079,3.385118803956836,10.776220027022646,2.276315882714016,-3.739573976,11.014015256422155,0
24,ian_full_20220928_1550.png,2022-09-28T15:50:00,True,2393.118164,1336.913330078125,61.25459671020508,84.60147857666016,126,0.015106201,-0.182632446,0.1832561260950707,25,19.219342702663937,19.131144112685433,1.8073998368706723,19.21633079520278,5.396955254385843,E,1.9216330795202776,CCW,0.8125,2.2393859867357664,0.8125,0.1875,80,2380.6829203892544,1335.7385201841591,63.30867823955363,False,-0.881835938,-2.420043945,3.7847976684570312,2.575703267,6.695900439439811,0.632589943,-1.1060439,6.725715778,0
25,ian_full_20220928_1600.png,2022-09-28T16:00:00,True,2394.168212890625,1334.1275634765625,62.358882904052734,100.9432144165039,134,1.017242431640625,-0.300392151,1.0606684727283011,19,12.536740086586263,13.485292501370624,-1.610956708,13.581174299789888,-6.812286308,E,1.3581174299789889,CCW,0.8375,2.2620683018965417,0.8375,0.1625,80,2385.4027727647344,1335.1746853365005,62.97624987212832,False,1.050048828,-2.785766602,1.1042861938476562,2.9770955812381583,4.719852375480059,-0.563834848,-0.332428367,4.753411004926806,0
26,ian_full_20220928_1610.png,2022-09-28T16:10:00,True,2396.895508,1334.6610107421875,59.97703934,101.5825424194336,134,0.6620922088623047,-0.754371643,1.003714436,15,10.833317099262125,11.492735047765564,-0.513674594,11.50420881534151,-2.559165535,E,1.150420881534151,CCW,0.8375,2.398356261377911,0.8375,0.1625,80,2389.4252300314524,1334.9948992284908,61.92652618488878,False,2.727294922,0.533447266,-2.381843567,2.778975274465023,4.022457266717993,-0.179786108,-1.049723687,4.026473085369574,0
27,ian_full_20220928_1620.png,2022-09-28T16:20:00,True,2394.430419921875,1327.283447265625,57.241172790527344,118.01261138916016,150,0.7776317596435547,-1.370769501,1.575982289794065,15,7.620794042271546,5.005189890422571,-7.711451963,9.193389865265967,-57.01403701,NE,0.9193389865265968,CCW,0.945945945945946,2.4827825308798355,0.945945945945946,0.054054054,74,2391.1770464931005,1332.2958910414875,60.28665249686228,False,-2.465087891,-7.377563477,-2.735866547,7.778502501074032,1.7518164616481045,-2.699008187,-1.639873688,3.2176864528432385,0
28,ian_full_20220928_1630.png,2022-09-28T16:30:00,True,2396.176025390625,1326.175293,61.36597442626953,109.94796752929688,136,0.5349395275115967,-0.768993378,0.9367556314314616,18,6.9690257790547285,4.9989788975244664,-6.120598073,7.902626828206912,-50.75987863,NE,0.7902626828206911,CCW,0.8947368421052632,2.498015522676172,0.8947368421052632,0.1052631578947368,76,2392.926689107234,1330.1536817160295,60.66441517215482,False,1.745605469,-1.108154297,4.1248016357421875,2.0676422316765617,1.749642614133336,-2.142209325,0.3777626752925371,2.765919389872293,0
29,ian_full_20220928_1640.png,2022-09-28T16:40:00,True,2396.306396484375,1317.717773,54.81019592285156,99.16224670410156,138,-0.55300808,-1.424339294,1.5279268181728236,23,11.692771371861912,3.3797073771411306,-12.43590828,12.886979346111357,-74.79594172,N,1.2886979346111356,CCW,0.9,2.567735253510824,0.9,0.1,80,2394.1095866892333,1325.801113818544,58.61543843489868,False,0.130371094,-8.457519531,-6.555778503,8.458524294672257,1.1828975819994412,-4.352567897,-2.048976737,4.510442771139074,0
30,ian_full_20220928_1650.png,2022-09-28T16:50:00,True,2391.82666,1317.6363525390625,65.7430191,135.43283081054688,161,-0.630516529,-0.167697906,0.6524367258897286,19,8.165995433048334,-2.282926533,-8.164761279,8.477917215090091,-105.6213779,N,0.8477917215090092,CCW,0.95,2.527398758388505,0.95,0.05,80,2393.31056240269,1322.9434473707256,61.110091669085506,False,-4.479736328,-0.081420898,10.932823181152344,4.480476195,-0.799024287,-2.857666448,2.4946532341868277,2.967271025,0
31,ian_full_20220928_1700.png,2022-09-28T17:00:00,True,2390.657227,1313.086426,66.77177429199219,142.62832641601562,171,0.4210929870605469,-1.218429565,1.289143091,23,9.169372103461338,-2.65333584,-9.857021589,10.20789232389437,-105.0658993,N,1.020789232389437,CCW,0.9743589743589745,2.5866753620157708,0.9743589743589745,0.025641026,78,2392.381894858623,1319.4934898144093,63.09168058710284,False,-1.169433594,-4.549926758,1.0287551879882812,4.697808896884718,-0.928667544,-3.449957556,1.9815889180173372,3.5727623133629076,0
32,ian_full_20220928_1710.png,2022-09-28T17:10:00,True,2396.024902,1318.900146484375,68.50539398,152.25723266601562,173,0.7211227416992188,-1.135993958,1.3455483195027538,28,2.9718479364505592,3.643007485126873,-0.59334333,3.6910106805570977,-9.250641742,E,0.3691010680557097,CCW,0.975,2.539969201,0.975,0.025,80,2393.656947478418,1319.2858196488971,64.98648028,False,5.367675781,5.813720703,1.7336196899414062,7.912729725,1.2750526197942236,-0.207670166,1.8947996881907585,1.2918537381948263,0
33,ian_full_20220928_1720.png,2022-09-28T17:20:00,True,2394.515137,1308.9810791015625,64.08700561523438,162.47372436523438,191,0.4970321655273437,-4.747894287,4.773839244793926,23,5.568570264660521,0.8581892403326492,-10.30474055,10.340414233487223,-85.23933533,N,1.0340414233487225,CCW,0.9875,2.6065601855987763,0.9875,0.0125,80,2393.957313712534,1315.67916,64.67166414427287,False,-1.509765625,-9.919067383,-4.418388367,10.033309024803655,0.3003662341166091,-3.606659192,-0.314816131,3.619144981720555,0
34,ian_full_20220928_1730.png,2022-09-28T17:30:00,True,2396.60791,1303.8489990234375,65.87967681884766,154.28854370117188,185,0.3445272445678711,-1.784236908,1.8171957423383336,30,10.307208872047388,2.650596444,-11.83016143,12.123464070116162,-77.3712103,N,1.212346407011616,CCW,1.0,2.2328341381547574,1.0,0.0,80,2394.8850224678345,1311.5386039554676,65.09446858037404,False,2.092773438,-5.132080078,1.7926712036132812,5.542377340906434,0.9277087553005005,-4.140556502,0.422804436,4.243212424540676,0
35,ian_full_20220928_1740.png,2022-09-28T17:40:00,True,2392.059326171875,1311.0760498046875,67.26654052734375,173.13978576660156,189,-0.07328558,-1.217819214,1.2200223005557451,25,2.8541531259906674,-2.825696296,-0.462554151,2.8633050657243797,-170.703384,W,0.2863305065724379,CCW,1.0,2.548081407959509,1.0,0.0,80,2393.8960287642485,1311.3767100026946,65.85469376181345,False,-4.548583984,7.227050781,1.3868637084960938,8.539313746295951,-0.988993704,-0.161893953,0.7602251814394094,1.0021567730036582,0
1,maria_full_20170920_0000.png,2017-09-20T00:00:00,True,3985.548095703125,1808.8060302734375,100.20528411865234,307.2812194824219,326,,,,0,,,,,,,,Uncertain,,,,,0,3985.548095703125,1808.8060302734375,100.20528411865234,False,,,,,,,,,1
2,maria_full_20170920_0010.png,2017-09-20T00:10:00,True,3983.879395,1797.015380859375,102.65013885498048,178.8904266357422,213,-2.793842316,-1.313774109,3.087322026292494,29,10.53711814272152,-1.668701172,-11.79064941,11.908147513629036,-98.05542941,N,1.1908147513629035,CCW,0.775,0.3855579650867273,0.775,0.225,80,3984.9640502929688,1804.6793029785156,101.06098327636718,False,-1.668701172,-11.79064941,2.444854736328125,11.908147513629036,-0.58404541,-4.126727295,0.8556991577148381,4.167851629770207,1
3,maria_full_20170920_0020.png,2017-09-20T00:20:00,True,3991.687012,1836.908691,99.04248809814452,186.45733642578125,251,0.0,0.0,0.0,33,32.92311784686141,6.722961426,32.22938842773442,32.92311784686141,78.21722015643303,S,3.2923117846861407,Uncertain,,,,,0,3987.317086791992,1815.9595889282227,100.35450996398924,False,7.807617188,39.89331055,-3.607650757,40.650155135447555,2.3530364990233466,11.28028594970715,-0.706473312,11.523091246401574,1
4,maria_full_20170920_0030.png,2017-09-20T00:30:00,True,3981.890869140625,1826.756348,103.11652374267578,275.6475524902344,306,-1.684082031,-3.59399128,3.9689930216409697,37,14.869339756069618,-5.426217651,10.796758728027273,12.08361854045554,116.68311407520748,SW,1.208361854045554,CCW,0.7375,0.2176436179759145,0.7375,0.2625,80,3985.4179106140136,1819.7384544830325,101.32121478652954,False,-9.796142578,-10.15234375,4.074035645,14.107958499695044,-1.899176178,3.7788655548097263,0.9667048225402936,4.229266489159592,1
5,maria_full_20170920_0040.png,2017-09-20T00:40:00,True,3977.936279296875,1823.283447265625,105.89702606201172,230.33680725097656,254,-1.272079468,-1.550392151,2.0054680236387896,40,8.032526488608836,-7.481631317,3.544992782592544,8.278996376,154.64718086594397,SW,0.827899638,CCW,0.7,0.1329709642423689,0.7,0.3,80,3982.799339653015,1820.979202,102.9227487329483,False,-3.954589844,-3.472900391,2.7805023193359375,5.2630616522603955,-2.618570961,1.2407474739075042,1.601533946418769,2.8976487316085806,1
6,maria_full_20170920_0050.png,2017-09-20T00:50:00,True,3979.757813,1822.905029296875,105.3491439819336,211.9104766845703,230,0.0,0.0,0.0,33,3.599958106113072,-3.041527153,1.92582734,3.599958106113072,147.65891895577528,SW,0.3599958106113072,Uncertain,,,,,0,3981.734805,1821.653241525917,103.77198707009316,False,1.821533203,-0.378417969,-0.54788208,1.860425588,-1.064534504,0.6740395689771503,0.849238337,1.259985337139303,1
7,maria_full_20170920_0100.png,2017-09-20T01:00:00,True,3985.123291015625,1800.0,107.58892059326172,194.4039764404297,241,-1.216215372,1.014099121,1.5835330305050035,22,23.130317885865225,3.388485866164956,-21.65324153,21.916767668725715,-81.1059953,N,2.1916767668725714,Uncertain,0.55,0.0427175949635181,0.55,0.45,80,3982.9207752026177,1814.0746069918464,105.10791380320217,False,5.365478516,-22.9050293,2.239776611328125,23.52506592535578,1.185970053157689,-7.578634534,1.335926733108991,7.670868684053948,1
8,maria_full_20170920_0110.png,2017-09-20T01:10:00,True,3975.553955078125,1779.0858154296875,102.9413833618164,278.08148193359375,348,0.1200859546661377,1.596740723,1.601250002934233,34,37.34374024118876,-7.366820124,-34.98879156,35.75591662545958,-101.8898478,N,3.575591662545958,Uncertain,0.5875,0.042973014,0.5875,0.4125,80,3980.342388159045,1801.8285299450904,104.34962814871712,False,-9.569335938,-20.91418457,-4.647537231,22.999463179079346,-2.578387044,-12.24607705,-0.758285654,12.51457081891088,1
9,maria_full_20170920_0120.png,2017-09-20T01:20:00,True,3956.177246,1806.976318359375,110.58995056152344,283.24078369140625,337,0.0,0.0,0.0,27,24.7073636107566,-24.16514207,5.147788414284378,24.7073636107566,167.9743026372816,W,2.4707363610756596,Uncertain,,,,,0,3971.884588436192,1803.6302558900904,106.53374099319932,False,-19.37670898,27.89050293,7.648567199707031,33.96081572542194,-8.457799723,1.801725944999589,2.1841128444822004,8.647577263764955,1
10,maria_full_20170920_0130.png,2017-09-20T01:30:00,True,3989.152587890625,1783.402832,107.88961029052734,239.5637664794922,291,0.747929573,1.647565841674805,1.8093843839576895,26,27.412184941794123,17.267999454433266,-20.22742386,26.595722985538217,-49.51286378,NE,2.6595722985538215,CW,0.6,-0.040638661,0.4,0.6,80,3977.928388245244,1796.550657539496,107.00829524726412,False,32.9753418,-23.57348633,-2.700340271,40.534953118056364,6.043799809051961,-7.079598351,0.4745542540647989,9.3085030449386,1
11,maria_full_20170920_0140.png,2017-09-20T01:40:00,True,3985.331787109375,1791.340576171875,101.34112548828124,245.0634002685547,283,-0.090220928,0.978729248,0.9828788108745922,32,9.718832976675053,7.403398864131304,-5.210081368,9.052914591370747,-35.13565352,NE,0.9052914591370748,CCW,0.6875,0.1966338706482136,0.6875,0.3125,80,3980.519578,1794.7271290608287,105.02478583162012,False,-3.820800781,7.937744141,-6.548484802,8.809443833297715,2.5911896024463204,-1.823528479,-1.983509416,3.1685201069800724,1
12,maria_full_20170920_0150.png,2017-09-20T01:50:00,True,3982.081543,1789.9749755859375,99.97914886,240.37863159179688,273,0.0,0.0,0.0,45,5.002269253881527,1.561965121059984,-4.752153475,5.002269253881527,-71.80504269,N,0.5002269253881527,Uncertain,,,,,0,3981.066265640061,1793.063875344617,103.2588128932142,False,-3.250244141,-1.365600586,-1.361976624,3.5254718739453854,0.5466877923709035,-1.663253716,-1.765972938,1.7507942388583766,1
13,maria_full_20170920_0200.png,2017-09-20T02:00:00,True,3986.792969,1784.213134765625,107.6396484,259.9742431640625,300,1.640460968017578,1.0409698486328125,1.942866545430177,39,10.702490832810604,5.726703109939081,-8.850740579,10.541856444953142,-57.09588269,NE,1.0541856444953142,CCW,0.9113924050632912,1.0561824029005071,0.9113924050632912,0.088607595,79,3983.070612,1789.966116,104.79210533371425,False,4.711425781,-5.76184082,7.660499572753906,7.442871927612795,2.0043460884789965,-3.097759203,1.533292440500034,3.6896497557336394,1
14,maria_full_20170920_0210.png,2017-09-20T02:10:00,True,3960.824219,1802.437744140625,117.6567611694336,257.0233459472656,315,0.802246094,-2.091690063,2.240260278758635,48,27.264078859618557,-22.24639298,12.471627998655094,25.503793943107127,150.72442185813983,SW,2.5503793943107125,CCW,0.95,0.5870993132480788,0.95,0.05,80,3975.284374186051,1794.3311859414991,109.294734876216,False,-25.96875,18.22460938,10.017112731933594,31.725579008645973,-7.786237542,4.365069799529238,4.502629542501779,8.926327880087353,1
15,maria_full_20170920_0220.png,2017-09-20T02:20:00,True,3986.355469,1782.633056640625,108.73223876953124,256.88348388671875,305,0.0,0.0,0.0,50,16.106376500748684,11.071094563948918,-11.6981293,16.106376500748684,-46.57745237,NE,1.6106376500748685,Uncertain,,,,,0,3979.159257283433,1790.236840686193,109.09786123887636,False,25.53125,-19.8046875,-8.9245224,32.31207782757333,3.874883097381826,-4.094345255,-0.196873637,5.637231775261746,1
16,maria_full_20170920_0230.png,2017-09-20T02:30:00,True,3956.459228515625,1797.755126953125,118.29547882080078,306.3979492,363,-0.804367065,-2.805999756,2.9190137042896596,49,24.20766166455139,-22.70002877,7.518286266931682,23.91267309,161.67504582415813,W,2.391267309,CCW,0.8125,0.2717945129535265,0.8125,0.1875,80,3971.214247,1792.8682408796194,112.3170273925499,False,-29.89624023,15.12207031,9.563240051269531,33.50316687550084,-7.945010069,2.6314001934260887,3.219166153673555,8.369435582536425,1
17,maria_full_20170920_0240.png,2017-09-20T02:40:00,True,3953.980469,1790.413330078125,113.57292938232422,266.5411071777344,310,0.4603328704833984,-1.670570374,1.732833438210631,50,17.711486833374668,-17.23377846,-2.454910801,17.40774848203117,-171.8928934,W,1.7407748482031171,CCW,0.6375,0.061696644,0.6375,0.3625,80,3965.1824247520553,1792.0090220990965,112.75659308897092,False,-2.478759766,-7.341796875,-4.722549438,7.748950337267692,-6.031822463,-0.859218781,0.4395656964210133,6.092711968710695,1
18,maria_full_20170920_0250.png,2017-09-20T02:50:00,True,3957.201172,1789.01123,110.5800552368164,260.8944091796875,293,0.0,0.0,0.0,50,8.525676052166151,-7.981252877,-2.99779163,8.525676052166151,-159.4136137,W,0.8525676052166151,Uncertain,,,,,0,3962.388986245086,1790.9597950284751,111.99480484071682,False,3.220703125,-1.402099609,-2.992874146,3.5126645063248345,-2.793438507,-1.049227071,-0.761788248,2.9839866182581343,1
19,maria_full_20170920_0300.png,2017-09-20T03:00:00,True,3964.681884765625,1796.792724609375,111.62798309326172,313.45269775390625,331,1.7902936935424805,0.2201368808746338,1.803777080312085,50,5.635250970948569,2.2928985205389836,5.832929580899872,6.267411835935677,68.54043244,S,0.6267411835935677,Uncertain,0.5375,-0.029522992,0.4625,0.5375,80,3963.1915007272746,1793.00132,111.86641722910753,False,7.480712891,7.781494141,1.0479278564453125,10.79410563282314,0.8025144821885988,2.041525353,-0.128387612,2.193594142577428,1
