frame_index,filename,timestamp,found,x,y,r,score,inliers,flow_dx,flow_dy,flow_dist,flow_n,ransac_vs_flow_error,motion_dx,motion_dy,motion_dist,motion_angle_deg,motion_direction,motion_speed,rotation_label,rotation_score,mean_ang_deg,ccw_fraction,cw_fraction,rot_n,x_smooth,y_smooth,r_smooth,jump_flag,dx,dy,dr,dist_moved,dx_smooth,dy_smooth,dr_smooth,dist_moved_smooth,good_detection,true_x,true_y
33,ian_full_20220928_1720.png,2022-09-28T17:20:00,True,2394.515137,1308.981079,64.08700562,162.4737244,191,0.497032166,-4.747894287,4.773839245,23,5.568570265,0.85818924,-10.30474055,10.34041423,-85.23933533,N,1.034041423,CCW,0.9875,2.606560186,0.9875,0.0125,80,2393.957314,1315.67916,64.67166414,False,-1.509765625,-9.919067383,-4.418388367,10.03330902,0.300366234,-3.606659192,-0.314816131,3.619144982,0,2355,1333
34,ian_full_20220928_1730.png,2022-09-28T17:30:00,True,2396.60791,1303.848999,65.87967682,154.2885437,185,0.344527245,-1.784236908,1.817195742,30,10.30720887,2.650596444,-11.83016143,12.12346407,-77.3712103,N,1.212346407,CCW,1.0,2.232834138,1.0,0.0,80,2394.885022,1311.538604,65.09446858,False,2.092773438,-5.132080078,1.792671204,5.542377341,0.927708755,-4.140556502,0.422804436,4.243212425,0,2350,1317
35,ian_full_20220928_1740.png,2022-09-28T17:40:00,True,2392.059326,1311.07605,67.26654053,173.1397858,189,-0.07328558,-1.217819214,1.220022301,25,2.854153126,-2.825696296,-0.462554151,2.863305066,-170.703384,W,0.286330507,CCW,1.0,2.548081408,1.0,0.0,80,2393.896029,1311.37671,65.85469376,False,-4.548583984,7.227050781,1.386863708,8.539313746,-0.988993704,-0.161893953,0.760225181,1.002156773,0,2349,1320
1,maria_full_20170920_0000.png,2017-09-20T00:00:00,True,3985.548096,1808.80603,100.2052841,307.2812195,326,,,,0,,,,,,,,Uncertain,,,,,0,3985.548096,1808.80603,100.2052841,False,,,,,,,,,1,3983,1814
2,maria_full_20170920_0010.png,2017-09-20T00:10:00,True,3983.879395,1797.015381,102.6501389,178.8904266,213,-2.793842316,-1.313774109,3.087322026,29,10.53711814,-1.668701172,-11.79064941,11.90814751,-98.05542941,N,1.190814751,CCW,0.775,0.385557965,0.775,0.225,80,3984.96405,1804.679303,101.0609833,False,-1.668701172,-11.79064941,2.444854736,11.90814751,-0.58404541,-4.126727295,0.855699158,4.16785163,1,3994,1806
3,maria_full_20170920_0020.png,2017-09-20T00:20:00,True,3991.687012,1836.908691,99.0424881,186.4573364,251,0.0,0.0,0.0,33,32.92311785,6.722961426,32.22938843,32.92311785,78.21722016,S,3.292311785,Uncertain,,,,,0,3987.317087,1815.959589,100.35451,False,7.807617188,39.89331055,-3.607650757,40.65015514,2.353036499,11.28028595,-0.706473312,11.52309125,1,3993,1790
4,maria_full_20170920_0030.png,2017-09-20T00:30:00,True,3981.890869,1826.756348,103.1165237,275.6475525,306,-1.684082031,-3.59399128,3.968993022,37,14.86933976,-5.426217651,10.79675873,12.08361854,116.6831141,SW,1.208361854,CCW,0.7375,0.217643618,0.7375,0.2625,80,3985.417911,1819.738454,101.3212148,False,-9.796142578,-10.15234375,4.074035645,14.1079585,-1.899176178,3.778865555,0.966704823,4.229266489,1,3986,1807
5,maria_full_20170920_0040.png,2017-09-20T00:40:00,True,3977.936279,1823.283447,105.8970261,230.3368073,254,-1.272079468,-1.550392151,2.005468024,40,8.032526489,-7.481631317,3.544992783,8.278996376,154.6471809,SW,0.827899638,CCW,0.7,0.132970964,0.7,0.3,80,3982.79934,1820.979202,102.9227487,False,-3.954589844,-3.472900391,2.780502319,5.263061652,-2.618570961,1.240747474,1.601533946,2.897648732,1,3996,1809
6,maria_full_20170920_0050.png,2017-09-20T00:50:00,True,3979.757813,1822.905029,105.349144,211.9104767,230,0.0,0.0,0.0,33,3.599958106,-3.041527153,1.92582734,3.599958106,147.658919,SW,0.359995811,Uncertain,,,,,0,3981.734805,1821.653242,103.7719871,False,1.821533203,-0.378417969,-0.54788208,1.860425588,-1.064534504,0.674039569,0.849238337,1.259985337,1,3981,1808
7,maria_full_20170920_0100.png,2017-09-20T01:00:00,True,3985.123291,1800.0,107.5889206,194.4039764,241,-1.216215372,1.014099121,1.583533031,22,23.13031789,3.388485866,-21.65324153,21.91676767,-81.1059953,N,2.191676767,Uncertain,0.55,0.042717595,0.55,0.45,80,3982.920775,1814.074607,105.1079138,False,5.365478516,-22.9050293,2.239776611,23.52506593,1.185970053,-7.578634534,1.335926733,7.670868684,1,3975,1796
8,maria_full_20170920_0110.png,2017-09-20T01:10:00,True,3975.553955,1779.085815,102.9413834,278.0814819,348,0.120085955,1.596740723,1.601250003,34,37.34374024,-7.366820124,-34.98879156,35.75591663,-101.8898478,N,3.575591663,Uncertain,0.5875,0.042973014,0.5875,0.4125,80,3980.342388,1801.82853,104.3496281,False,-9.569335938,-20.91418457,-4.647537231,22.99946318,-2.578387044,-12.24607705,-0.758285654,12.51457082,1,3974,1799
9,maria_full_20170920_0120.png,2017-09-20T01:20:00,True,3956.177246,1806.976318,110.5899506,283.2407837,337,0.0,0.0,0.0,27,24.70736361,-24.16514207,5.147788414,24.70736361,167.9743026,W,2.470736361,Uncertain,,,,,0,3971.884588,1803.630256,106.533741,False,-19.37670898,27.89050293,7.6485672,33.96081573,-8.457799723,1.801725945,2.184112844,8.647577264,1,3976,1800
10,maria_full_20170920_0130.png,2017-09-20T01:30:00,True,3989.152588,1783.402832,107.8896103,239.5637665,291,0.747929573,1.647565842,1.809384384,26,27.41218494,17.26799945,-20.22742386,26.59572299,-49.51286378,NE,2.659572299,CW,0.6,-0.040638661,0.4,0.6,80,3977.928388,1796.550658,107.0082952,False,32.9753418,-23.57348633,-2.700340271,40.53495312,6.043799809,-7.079598351,0.474554254,9.308503045,1,3966,1799
11,maria_full_20170920_0140.png,2017-09-20T01:40:00,True,3985.331787,1791.340576,101.3411255,245.0634003,283,-0.090220928,0.978729248,0.982878811,32,9.718832977,7.403398864,-5.210081368,9.052914591,-35.13565352,NE,0.905291459,CCW,0.6875,0.196633871,0.6875,0.3125,80,3980.519578,1794.727129,105.0247858,False,-3.820800781,7.937744141,-6.548484802,8.809443833,2.591189602,-1.823528479,-1.983509416,3.168520107,1,3968,1798
12,maria_full_20170920_0150.png,2017-09-20T01:50:00,True,3982.081543,1789.974976,99.97914886,240.3786316,273,0.0,0.0,0.0,45,5.002269254,1.561965121,-4.752153475,5.002269254,-71.80504269,N,0.500226925,Uncertain,,,,,0,3981.066266,1793.063875,103.2588129,False,-3.250244141,-1.365600586,-1.361976624,3.525471874,0.546687792,-1.663253716,-1.765972938,1.750794239,1,3965,1798
13,maria_full_20170920_0200.png,2017-09-20T02:00:00,True,3986.792969,1784.213135,107.6396484,259.9742432,300,1.640460968,1.040969849,1.942866545,39,10.70249083,5.72670311,-8.850740579,10.54185644,-57.09588269,NE,1.054185644,CCW,0.911392405,1.056182403,0.911392405,0.088607595,79,3983.070612,1789.966116,104.7921053,False,4.711425781,-5.76184082,7.660499573,7.442871928,2.004346088,-3.097759203,1.533292441,3.689649756,1,3964,1795
14,maria_full_20170920_0210.png,2017-09-20T02:10:00,True,3960.824219,1802.437744,117.6567612,257.0233459,315,0.802246094,-2.091690063,2.240260279,48,27.26407886,-22.24639298,12.471628,25.50379394,150.7244219,SW,2.550379394,CCW,0.95,0.587099313,0.95,0.05,80,3975.284374,1794.331186,109.2947349,False,-25.96875,18.22460938,10.01711273,31.72557901,-7.786237542,4.3650698,4.502629543,8.92632788,1,3961,1794
15,maria_full_20170920_0220.png,2017-09-20T02:20:00,True,3986.355469,1782.633057,108.7322388,256.8834839,305,0.0,0.0,0.0,50,16.1063765,11.07109456,-11.6981293,16.1063765,-46.57745237,NE,1.61063765,Uncertain,,,,,0,3979.159257,1790.236841,109.0978612,False,25.53125,-19.8046875,-8.9245224,32.31207783,3.874883097,-4.094345255,-0.196873637,5.637231775,1,3960,1796
16,maria_full_20170920_0230.png,2017-09-20T02:30:00,True,3956.459229,1797.755127,118.2954788,306.3979492,363,-0.804367065,-2.805999756,2.919013704,49,24.20766166,-22.70002877,7.518286267,23.91267309,161.6750458,W,2.391267309,CCW,0.8125,0.271794513,0.8125,0.1875,80,3971.214247,1792.868241,112.3170274,False,-29.89624023,15.12207031,9.563240051,33.50316688,-7.945010069,2.631400193,3.219166154,8.369435583,1,3964,1788
17,maria_full_20170920_0240.png,2017-09-20T02:40:00,True,3953.980469,1790.41333,113.5729294,266.5411072,310,0.46033287,-1.670570374,1.732833438,50,17.71148683,-17.23377846,-2.454910801,17.40774848,-171.8928934,W,1.740774848,CCW,0.6375,0.061696644,0.6375,0.3625,80,3965.182425,1792.009022,112.7565931,False,-2.478759766,-7.341796875,-4.722549438,7.748950337,-6.031822463,-0.859218781,0.439565696,6.092711969,1,3964,1794
18,maria_full_20170920_0250.png,2017-09-20T02:50:00,True,3957.201172,1789.01123,110.5800552,260.8944092,293,0.0,0.0,0.0,50,8.525676052,-7.981252877,-2.99779163,8.525676052,-159.4136137,W,0.852567605,Uncertain,,,,,0,3962.388986,1790.959795,111.9948048,False,3.220703125,-1.402099609,-2.992874146,3.512664506,-2.793438507,-1.049227071,-0.761788248,2.983986618,1,3959,1795
19,maria_full_20170920_0300.png,2017-09-20T03:00:00,True,3964.681885,1796.792725,111.6279831,313.4526978,331,1.790293694,0.220136881,1.80377708,50,5.635250971,2.292898521,5.832929581,6.267411836,68.54043244,S,0.626741184,Uncertain,0.5375,-0.029522992,0.4625,0.5375,80,3963.191501,1793.00132,111.8664172,False,7.480712891,7.781494141,1.047927856,10.79410563,0.802514482,2.041525353,-0.128387612,2.193594143,1,3953,1792
20,maria_full_20170920_0310.png,2017-09-20T03:10:00,True,3953.716309,1766.649902,134.9695129,286.6576538,359,,,,0,,-9.475192134,-26.35141804,28.00315158,-109.7770874,N,2.800315158,CCW,0.6,43.97516146,0.6,0.4,30,3959.875183,1783.778324,119.9525007,False,-10.96557617,-30.14282227,23.34152985,32.07543601,-3.316317247,-9.222996313,8.086083499,9.801103054,1,3955,1786
21,maria_full_20170920_0320.png,2017-09-20T03:20:00,True,3946.985596,1757.206421,133.0720215,322.9043884,398,0.0,0.0,0.0,50,29.53315952,-12.88958778,-26.57190317,29.53315952,-115.8772512,NW,2.953315952,Uncertain,,,,,0,3955.363828,1774.478158,124.544333,False,-6.730712891,-9.443481445,-1.897491455,11.59663045,-4.511355722,-9.30016611,4.591832265,10.33660583,1,3957,1791
22,maria_full_20170920_0330.png,2017-09-20T03:30:00,True,3944.323242,1788.707886,121.6862564,283.6781311,331,-1.898262024,-0.591888428,1.98839901,1,17.41443042,-11.04058557,14.22972778,18.01054365,127.8072325,SW,1.801054365,CW,0.944444444,-14.0728813,0.055555556,0.944444444,36,3951.499623,1779.458563,123.5440062,False,-2.662353516,31.50146484,-11.38576508,31.61376937,-3.86420495,4.980404724,-1.000326804,6.303690277,1,3951,1788
23,maria_full_20170920_0340.png,2017-09-20T03:40:00,True,3946.709229,1786.526733,113.9733582,285.1976624,319,-0.573989868,-0.835540771,1.013702496,49,8.958053446,-4.790394293,7.068170715,8.538554605,124.1271321,SW,0.853855461,CW,0.6125,-0.117982083,0.3875,0.6125,80,3949.822985,1781.932422,120.1942794,False,2.385986328,-2.181152344,-7.712898254,3.232701085,-1.676638003,2.47385975,-3.349726812,2.988494112,1,3951,1789
24,maria_full_20170920_0350.png,2017-09-20T03:50:00,True,3971.958496,1770.819092,113.5704269,285.7011719,339,0.0,0.0,0.0,50,24.76866928,22.13551129,-11.11333064,24.76866928,-26.65934685,NE,2.476866928,Uncertain,,,,,0,3957.570414,1778.042757,117.875931,False,25.24926758,-15.7076416,-0.402931213,29.73643418,7.747428951,-3.889665723,-2.318348352,8.669034247,1,3954,1794
25,maria_full_20170920_0400.png,2017-09-20T04:00:00,True,3978.505859,1772.23645,115.9428024,349.1694946,397,-0.326554298,-1.869182348,1.897493178,50,21.62344994,20.93544562,-5.806306515,21.72570088,-15.50100028,E,2.172570088,Uncertain,0.55,0.109034099,0.55,0.45,80,3964.89782,1776.010549,117.199336,False,6.547363281,1.417358398,2.372375488,6.699020135,7.327405966,-2.03220728,-0.676595008,7.603995307,1,3950,1786
26,maria_full_20170920_0410.png,2017-09-20T04:10:00,True,3968.587646,1768.395996,118.8310471,400.3966675,432,-1.208438873,-3.322095871,3.535059474,50,6.512925404,3.689826761,-7.614553337,8.461456378,-64.14630374,NE,0.846145638,CCW,0.7,0.309165772,0.7,0.3,80,3966.189259,1773.345456,117.7704349,False,-9.918212891,-3.840454102,2.888244629,10.63579027,1.291439366,-2.665093668,0.571098865,2.961509732,1,3950,1791
27,maria_full_20170920_0420.png,2017-09-20T04:20:00,True,3968.737305,1768.001953,119.3003998,419.1705017,448,0.0,0.0,0.0,50,5.919928784,2.548045598,-5.343502637,5.919928784,-64.50589148,NE,0.591992878,Uncertain,,,,,0,3967.081075,1771.47523,118.3059226,False,0.149658203,-0.394042969,0.469352722,0.421506155,0.891815959,-1.870225923,0.535487715,2.071975074,1,3949,1788
28,maria_full_20170920_0430.png,2017-09-20T04:30:00,True,3943.131836,1787.683472,116.733345,372.4472656,422,-3.016876221,-3.10959053,4.332562221,49,28.48407386,-23.94923911,16.20824184,28.91838788,145.9108479,SW,2.891838788,CCW,0.7875,0.342158968,0.7875,0.2125,80,3958.698841,1777.148114,117.7555204,False,-25.60546875,19.68151855,-2.567054749,32.29554462,-8.382233689,5.672884644,-0.550402147,10.12143576,1,3940,1787
29,maria_full_20170920_0440.png,2017-09-20T04:40:00,True,3938.548096,1806.099121,119.9505005,356.6775208,421,0.191253662,-2.321015358,2.328881761,49,37.30598202,-20.15074566,28.95100661,35.27340832,124.8390434,SW,3.527340832,CCW,0.8125,0.296220009,0.8125,0.1875,80,3951.64608,1787.280967,118.5237635,False,-4.583740234,18.41564941,3.217155457,18.97753456,-7.05276098,10.13285231,0.768243014,12.34569291,1,3949,1785
30,maria_full_20170920_0450.png,2017-09-20T04:50:00,True,3939.491943,1805.838623,120.5799026,367.147522,415,0.0,0.0,0.0,50,22.18354463,-12.15413702,18.55765625,22.18354463,123.222362,SW,2.218354463,Uncertain,,,,,0,3947.392132,1793.776146,119.2434122,False,0.943847656,-0.260498047,0.629402161,0.979136166,-4.253947957,6.495179687,0.719648715,7.764240619,1,3945,1788
1,dorian_full_20190901_1600.png,2019-09-01T16:00:00,True,2679.847168,1347.278442,67.16402435,246.9424744,266,,,,0,,,,,,,,Uncertain,,,,,0,2679.847168,1347.278442,67.16402435,False,,,,,,,,,0,2616,1323
2,dorian_full_20190901_1610.png,2019-09-01T16:10:00,True,2676.803955,1344.323242,67.93097687,205.8593597,224,0.369920731,0.371364594,0.524168874,50,4.766079564,-3.043212891,-2.955200195,4.241975117,-135.8406214,NW,0.424197512,Uncertain,0.5125,-0.067629499,0.4875,0.5125,80,2678.782043,1346.244122,67.43245773,False,-3.043212891,-2.955200195,0.766952515,4.241975117,-1.065124512,-1.034320068,0.26843338,1.484691291,0,2616,1323
3,dorian_full_20190901_1620.png,2019-09-01T16:20:00,True,2673.52417,1347.096802,66.44602203,183.5628052,204,0.455718994,0.180763245,0.49026029,50,5.752965407,-5.257873535,0.852679443,5.326565154,170.7884287,W,0.532656515,Uncertain,0.525,-0.129679284,0.475,0.525,80,2676.941788,1346.54256,67.08720524,False,-3.279785156,2.77355957,-1.484954834,4.295302476,-1.840255737,0.298437805,-0.345252495,1.864297804,0,2615,1323
4,dorian_full_20190901_1630.png,2019-09-01T16:30:00,True,2674.407715,1345.403809,65.5912323,201.4746246,219,0.569210052,0.064826965,0.57288971,50,3.328508092,-2.534072876,-1.138751526,2.778179328,-155.8019936,NW,0.277817933,Uncertain,0.5,0.022687653,0.5,0.5,80,2676.054862,1346.143997,66.56361471,False,0.883544922,-1.692993164,-0.854789734,1.909679942,-0.886925507,-0.398563034,-0.523590528,0.972362765,0,2616,1323
5,dorian_full_20190901_1640.png,2019-09-01T16:40:00,True,2661.573486,1342.838257,57.69852448,123.4094009,160,0.855182648,-0.16868782,0.871661025,50,15.6541089,-14.48137589,-3.30574025,14.85389397,-167.1411246,W,1.485389397,Uncertain,0.5375,-0.101512532,0.4625,0.5375,80,2670.986381,1344.986988,63.46083313,False,-12.83422852,-2.565551758,-7.892707825,13.08814263,-5.06848156,-1.157009087,-3.102781582,5.19886289,0,2616,1323
6,dorian_full_20190901_1650.png,2019-09-01T16:50:00,True,2670.401611,1334.450806,68.36727905,177.4259033,198,0.44392395,0.35634613,0.56925481,44,10.94099567,-0.584769325,-10.53618233,10.55239752,-93.17671755,N,1.055239752,Uncertain,0.55,0.052237906,0.55,0.45,80,2670.781711,1341.299324,65.1780892,False,8.828125,-8.387451172,10.66875458,12.17723812,-0.204669264,-3.687663817,1.717256074,3.693339131,0,2616,1323
7,dorian_full_20190901_1700.png,2019-09-01T17:00:00,True,2671.400879,1332.591797,68.55492401,185.5206146,204,1.240837097,-0.534538269,1.351076557,50,8.19659825,0.619167517,-8.707527306,8.729513171,-85.93270581,N,0.872951317,Uncertain,0.5375,0.139574687,0.5375,0.4625,80,2670.99842,1338.25169,66.35998138,False,0.999267578,-1.859008789,0.187644958,2.110556649,0.216708631,-3.047634557,1.181892183,3.05532961,0,2616,1323
8,dorian_full_20190901_1710.png,2019-09-01T17:10:00,True,2675.066895,1322.99585,71.63391113,175.0876312,209,0.854804993,-0.236639023,0.886955243,46,15.35916893,4.068474511,-15.25584001,15.78901958,-75.06770447,N,1.578901958,Uncertain,0.525,-0.05719335,0.475,0.525,80,2672.422386,1332.912146,68.2058568,False,3.666015625,-9.595947266,3.078987122,10.27238407,1.423966079,-5.339544005,1.845875412,5.526156854,0,2616,1323
9,dorian_full_20190901_1720.png,2019-09-01T17:20:00,True,2661.068848,1344.06897,66.9107132,186.6804047,219,1.1561203,-0.350517273,1.208087955,49,16.99736649,-11.35353844,11.15682411,15.91783777,135.5006856,SW,1.591783777,Uncertain,0.5,-0.018719691,0.5,0.5,80,2668.448648,1336.817034,67.75255654,False,-13.99804688,21.07312012,-4.723197937,25.29865032,-3.973738455,3.904888438,-0.45330026,5.57124322,0,2616,1323
